Doc_names,Specializations,Qualifications,Experiences,Reviews,Fees
Dr. Adeela Toqeer,Gynecologist,"MBBS, FCPS",Year 7,194,3500
Dr. Fakhira Mehboob,Gynecologist,"MBBS, Dip in Gynae",Year 17,194,2000
Prof. Dr. Fakhar-un-Nisa,"Fertility Consultant, Obstetrician, Gynecologist","MBBS, MRCG, FCPS (Gyne)",Year 17,194,2000
Dr. Mahwish Farooq,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrician)",Year 12,326,2000
Dr. Zunaira Faiz,"Gynecologist, Sonologist","MBBS, Dip in Gynae",Year 12,326,2000
Dr. Asma Naeem,Gynecologist,"MBBS, RMP, FCPS",Year 15,326,1000
Dr. Parveen Khan,Gynecologist,"MBBS, MCPS (Gynae & Obs)",Year 15,149,1000
Dr. Shaista Rahim,Gynecologist,"MBBS, MCPS, MS",Year 10,149,1500
Dr. Faiza Shahzad,Gynecologist,MBBS,Year 10,149,1500
Dr. Atiqa Muzamil,Gynecologist,MBBS,Year 21,350,3000
Prof. Dr. Noreen Akmal,"Gynecologist, Obstetrician","MBBS, FCPS",Year 21,350,3000
Dr. Lubna Zubair,Gynecologist,"MBBS, MCPS, FCPS",Year 12,350,1500
Dr. Anis Ronaq,Gynecologist,"MBBS, FCPS, M.D.",Year 12,282,1500
Dr. Bilqees Fatima,Gynecologist,"MBBS, FCPS, FRCOG",Year 18,282,3000
Dr. Bushra Saeed,Gynecologist,"MBBS, DRCOG",Year 18,282,3000
Assist. Prof. Dr. Jahan Ara,"Gynecologist, Obstetrician, Fertility Consultant","MBBS, MCPS (Gyne)",Year 13,5,1500
Dr. Farhana Saeed,Gynecologist,"MBBS, FCPS",Year 13,5,1500
Dr. Fauzia Maqsood,Gynecologist,"MBBS, FCPS, MRCOG",Year 34,5,2500
Dr. Hajira Hanif,Gynecologist,"MBBS, FRCOG",Year 34,9,2500
Dr. Iqbal Rasheed Mian,Gynecologist,"MBBS, FRCOG",Year 23,9,1500
Dr. Zarina Zaidi,Gynecologist,"MBBS, MRCOG, FRCOG",Year 23,9,1500
Dr. Shahnaz Saeed Hassan,"Gynecologist, Obstetrician","MBBS, DGO",Year 11,7,1500
Dr. Nishat Farooqul,Gynecologist,"MBBS, ATMF",Year 11,7,1500
Prof. Dr. Saqib Siddiq,"Gynecologist, IVF Consultant, Obstetrician","M.B.B.S, M.C.P.S (Gyne), M.S(Obgyn)",Year 24,7,3500
Prof Dr. Tayyiba Wasim,"Fertility Consultant, Obstetrician, Gynecologist","MBBS, FCPS (Gyne)",Year 24,24,3500
Dr. Tasneem Hameed,Gynecologist,,Year 10,24,1000
Dr. Iram Gul,Gynecologist,"M.B.,B.S., DIP.IN GYNAE.& OBSTETRICS",Year 10,24,1000
Dr. Umm e Kalsoom,"Gynecologist, Oncologist","FCPS  (Medical Oncology) (PK), FCPS (Internal Medicine) (PK)",Year 5,10,3000
Prof. Dr. Yasmeen Rashid,Gynecologist,"MRCOG, MBBS, MCPS, FRCOG",Year 5,10,3000
Prof Dr. Ahmed Wasim Yusuf,"Gynecologist, Obstetrician","MS (Gynaecology) Head of Department Chief Operating Officer,Shalamar Hospital Former Chairman Ob",Year 10,10,3000
Prof. Dr. Salma Sarfraz,"Gynecologist, Obstetrician","MBBS (Punjab), DRCOG (London), MRCOG (London), FRCOG (London), MCPS (Gyne)",Year 10,205,3000
Dr. Tehmina Jamsheed,Gynecologist,"M.B.B.S, DGO (Ireland)",Year 25,205,3000
Dr. Ambreen Ijaz,Gynecologist,"MBBS, MCPS, FCPS",Year 25,205,3000
Dr. Nabeela Jawaid,Gynecologist,"MBBS, MCPS (Gynae/Obstetrics)",Year 11,59,2500
Dr. Nazia Tufail,Gynecologist,"MBBS, FCPS (Gynae)",Year 11,59,2500
Dr. Zahida Durrani,"Obstetrician, Gynecologist","MBBS, FCPS, FRCOG",Year 30,59,2500
Dr. Uzma Marryam,Gynecologist,"MBBS, MCPS, FCPS",Year 30,52,2500
Dr. Munawar Zaheen,Gynecologist,"MBBS, MRCOG, FRCOG.",Year 34,52,4000
Dr. Noreen Zafar,"Gynecologist, Obstetrician","MBBS, MRCOG(LONDON), FRCOG(LONDON)",Year 34,52,4000
Dr. Shabnam Tahir,"Gynecologist, Obstetrician","MBBS, FCPS(Gynaecology)",Year 20,11,6000
Dr. Riffat Shahid,"Gynecologist, Obstetrician","MBBS, FCPS",Year 20,11,6000
Dr. Ghazala Moeen,"Gynecologist, Obstetrician","MBBS, Dip. in  Gynae",Year 15,11,2000
Prof. Dr. Farrukh Zaman,"Gynecologist, Obstetrician, Fertility Consultant","MBBS, FCPS, FRCOG",Year 15,290,2000
Dr. Yousaf Latif Khan,"Gynecologist, Obstetrician, Sexologist","MBBS, FCPS",Year 8,290,3000
Dr. Sohail Khursheed Lodhi,"Gynecologist, Obstetrician","MBBS, FCPS, DCPS",Year 8,290,3000
Dr. Rubina Sohail,"Obstetrician, Gynecologist","MBBS, MCPS (Gyne), FCPS, DCPS",Year 7,151,3000
Dr. Nighat Ara Shah,"Gynecologist, Obstetrician","MBBS, FRCOG",Year 7,151,3000
Dr. Neelofar Leghari,"Fertility Consultant, Obstetrician, Gynecologist","M.B.B.S (Pb), L.M. (Ireland), D.G.O. (Ireland), DRCOG (IRL)",Year 18,151,1000
Prof. Dr. Yasmeen Shaheen,"Gynecologist, Obstetrician","M.B.,B.S., D.G.O, F.C.P.S. (Gynecology & Obstetrics)",Year 18,858,1000
Dr. Talha Abdul Halim,"Gynecologist, Obstetrician","MBBS, FRCOG, MRCPI",Year 7,858,1000
Dr. Ruhiya Mufedi,"Gynecologist, Obstetrician","MBBS, MCPS",Year 7,858,1000
Dr. Farhat Iqbal,"Gynecologist, Obstetrician","DGO, FCPS",Year 7,214,1000
Dr. Zohra Khanum,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS, DCPS(Medical Education)",Year 7,214,1000
Dr. Shahnaz Kouser,"Gynecologist, Obstetrician","MBBS, MCPS, FCPS",Year 12,214,1000
Dr. Farah Asghar,"Gynecologist, Obstetrician","MBBS, DGO",Year 12,2,1000
Dr. Shaheen Kausar,"Gynecologist, Obstetrician","MBBS, DGO, FCPS",Year 20,2,3000
Dr. Amtullah Zarreen,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS",Year 20,2,3000
Dr. Samia Malik,"Gynecologist, Obstetrician",MBBS,Year 22,40,1500
Dr. Amber Waris,"Gynecologist, Obstetrician","MBBS, MCPS, FCPS",Year 22,40,1500
Dr. Nausheen Nabeel,"Gynecologist, Obstetrician","MBBS, DOWH",Year 10,40,2000
Dr. Masooda Shafi,"Gynecologist, Obstetrician","MBBS, DGO",Year 10,479,2000
Dr. Lubna Shahzad,"Gynecologist, Obstetrician","MBBS, DGO",Year 22,479,2000
Dr. Asifa Abbas,"Gynecologist, Obstetrician","MBBS, FCPS",Year 22,479,2000
Dr. Saadia Tariq,"Gynecologist, Obstetrician","MBBS, FCPS",Year 15,132,2000
Dr. Sadia Rizwan,"Obstetrician, Gynecologist","MBBS, FCPS",Year 15,132,2000
Dr. Muzayyan Wajahat Rabbani,"Gynecologist, Obstetrician","MBBS, RMP",Year 20,132,1000
Dr. Tabinda Rana,"Gynecologist, Obstetrician","MBBS, MCPS, FCPS, FICS",Year 20,49,1000
Dr. Amna Zia Eusuf,"Gynecologist, Obstetrician",MBBS,Year 36,49,1500
Dr. Sarwat Rizvi,"Gynecologist, Obstetrician",MBBS,Year 36,49,1500
Dr. Iffat Naheed,"Gynecologist, Obstetrician",MBBS,Year 15,4,2500
Dr. Lubna Javed,"Gynecologist, Obstetrician",MBBS,Year 15,4,2500
Dr. Nadeem Shahzad,"Gynecologist, Obstetrician",MBBS,Year 6,4,2000
Dr. Amna Khanum,"Gynecologist, Obstetrician",MBBS,Year 6,292,2000
Dr. Sohail Khurshid Lodhi,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS",Year 10,292,2500
Dr. Shazia Javed,"Gynecologist, Obstetrician","MBBS, FCPS",Year 10,292,2500
Dr. Arjumand Iftikhar,"Gynecologist, Obstetrician","MBBS, FCPS",Year 12,11,2000
Dr. Khaula Khatoon,"Gynecologist, Obstetrician",FCPS,Year 12,11,2000
Dr. Maimoona Ashraf,"Gynecologist, Obstetrician",FCPS,Year 28,11,3500
Dr. Abida Sajid,"Gynecologist, Obstetrician",FCPS,Year 28,64,3500
Dr. Farhat Naz,"Gynecologist, Obstetrician","MBBS, FCPS (Gyne)",Year 12,64,3000
Dr. Alia Zainab Asad,"Gynecologist, Obstetrician",FCPS,Year 12,64,3000
Dr. Attiqa Amin,"Gynecologist, Obstetrician",FCPS,Year 20,185,3000
Dr. Areeba Saqib,"Gynecologist, Obstetrician","MBBS, MSC",Year 20,185,3000
Prof. Dr. Maimoona Hafeez,Gynecologist,"F.C.P.S, F.I.M.S.A",Year 17,185,2500
Dr. Nasreen Masoom Syed,Gynecologist,"MBBS, DGO",Year 17,42,2500
Dr. Nuzhat Malik,"Gynecologist, Obstetrician","MBBS, FCPS",Year 25,42,3000
Dr. Mohamed Owais Farooqui,"Gynecologist, Obstetrician","MBBS, MD, MRCOG",Year 25,42,3000
Dr. Nomia Ashraf,"Gynecologist, Obstetrician","MBBS, FCPS",Year 10,2,5000
Dr. Rubina Awan,"Obstetrician, Gynecologist","MBBS, DGO, FCPS",Year 10,2,5000
Dr. Rakhshan Shaheen Najmi,"Gynecologist, Obstetrician","F.C.P.S, M.B.,B.S.",Year 16,2,1000
Dr. Mamoona Ashraf,"Obstetrician, Gynecologist",MBBS,Year 16,1244,1000
Dr. Farzana Latif,"Obstetrician, Gynecologist","MBBS, FCPS",Year 9,1244,2000
Dr. Rehana Ayub,Gynecologist,"MBBS, FCPS",Year 9,1244,2000
Dr. Kiren Khurshid Malik,Gynecologist,"MBBS,FCPS",Year 13,1,3500
Prof Dr. Shamsa Humayun,Gynecologist,"MBBS, DGO, FCPS",Year 13,1,3500
Dr. Shamseela Waheed,"Gynecologist, Obstetrician","MBBS, MCPS (Obstetrician, Gynecologist)",Year 15,1,2500
Dr. Nabila Jawaid,"Gynecologist, Obstetrician","MBBS, MCPS, (Obstetrician, Gynecologist)",Year 15,24,2500
Dr. Naheed Bashir,"Gynecologist, Obstetrician",MBBS,Year 11,24,3500
Dr. Yasmeen Ijaz,"Gynecologist, Obstetrician",MBBS,Year 11,24,3500
Dr. Iffat Cheema,"Gynecologist, Obstetrician","MBBS, M.C.P.S.",Year 21,539,800
Prof. Dr. Shaila Anwar,"Obstetrician, Gynecologist, Aesthetic Gynecologist","MBBS, FCPS (Gynecology & Obstetrics)",Year 21,539,800
Dr. Tasneem Amjad,"Gynecologist, Obstetrician",MBBS,Year 35,539,3000
Dr. Khilat Un Nisa,"Gynecologist, Obstetrician",MBBS,Year 35,34,3000
Dr. Razia Noor,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS",Year 30,34,2000
Dr. Fauzia Butt,"Gynecologist, Obstetrician","MBBS, FCPS",Year 30,34,2000
Dr. Nazia Badar,"Gynecologist, Obstetrician","MBBS, FCPS, MRCOG",Year 25,73,1500
Dr. Nishat Akram,"Gynecologist, Obstetrician","MBBS, FCPS",Year 25,73,1500
Dr. Rashida Sultana,"Gynecologist, Obstetrician","MBBS, FCPS",Year 26,73,1500
Dr. Saima Saeed Usmani,"Gynecologist, Obstetrician","MBBS, FCPS",Year 26,4,1500
Dr. Arifa Zafar,"Gynecologist, Obstetrician","MBBS, MRCOG, MRCP, DGO",Year 18,4,4000
Dr. Saadia Shafiq,"Gynecologist, Obstetrician","MBBS, FCPS",Year 18,4,4000
Dr. Samina Irshad,"Gynecologist, Obstetrician","MBBS, FCPS",Year 5,46,4000
Dr. Farhat Karim,"Gynecologist, Obstetrician","MBBS, FCPS",Year 5,46,4000
Dr. Jasia Jabeen,"Gynecologist, Obstetrician","MBBS, FCPS",Year 7,46,1000
Dr. Nabila Amin,"Gynecologist, Obstetrician","MBBS, FCPS",Year 7,63,1000
Dr. Shazia Riaz,"Gynecologist, Obstetrician","MBBS, FCPS",Year 32,63,1000
Dr. Hafeeza Ahmed,Gynecologist,"MBBS, MAIUM",Year 32,63,1000
Dr. Saadiya Aziz Karim,Gynecologist,"FRCOG(UK), FCPS, M.R.C.O.G, F.R.C.O.G",Year 30,75,1500
Dr. Musarrat Sohail,Gynecologist,MCPS,Year 30,75,1500
Dr. Humera Riaz,Gynecologist,MCPS,Year 24,75,3000
Dr. Ayesha Haq,Gynecologist,FCPS,Year 24,943,3000
Dr. Neelofar Ayaz,Gynecologist,MCPS,Year 25,943,3000
Dr. Tariq Masood,"Obstetrician, Gynecologist","MBBS,MCPS",Year 25,943,3000
Dr. Zafar Yusuf,"Obstetrician, Gynecologist","MBBS,MHM",Year 28,195,3500
Dr. Jamil Johar,"Obstetrician, Gynecologist","MBBS, FCPS",Year 28,195,3500
Dr. Asma Yasir,Gynecologist,"MBBS,FCPS",Year 15,195,3000
Dr. Hina Mukkaram,"Gynecologist, Obstetrician",,Year 15,2,3000
Dr. Hina Toufeeq,"Gynecologist, Obstetrician",,Year 18,2,1500
Dr. Sobohi Aqeel,"Obstetrician, Gynecologist",MBBS,Year 18,2,1500
Dr. Shenaz Kausar,"Gynecologist, Obstetrician",,Year 4,23,4000
Dr. Yasmeen Shaheed,"Gynecologist, Obstetrician",,Year 4,23,4000
Dr. Sohail Uddin,"Gynecologist, Obstetrician",,Year 35,23,4000
Dr. Shamila Aijaz,"Gynecologist, Obstetrician",,Year 35,156,4000
Dr. Siama moon,"Gynecologist, Obstetrician",,Year 8,156,2000
Dr. Aneela Touseef,"Gynecologist, Obstetrician",,Year 8,156,2000
Dr. Madia jawad,"Gynecologist, Obstetrician",MBBS,Year 10,106,2000
Dr. Safia Chaudhary,"Gynecologist, Obstetrician",,Year 10,106,2000
Dr. Shahnaz Jamil,"Gynecologist, Obstetrician",,Year 22,106,2000
Dr. Tahira Khan,"Gynecologist, Obstetrician",,Year 22,6,2000
Dr. Salma Sarfaraz,"Gynecologist, Obstetrician",,Year 38,6,2000
Dr. Fouzia Shakir,"Gynecologist, Obstetrician",MBBS,Year 38,6,2000
Dr. Mehnaz Nawaz,"Gynecologist, Obstetrician",,Year 30,5,1500
Dr. Asifa Parveen,"Gynecologist, Obstetrician",,Year 30,5,1500
Dr. Jamila Jabbar,"Obstetrician, Gynecologist",MBBS,Year 15,5,3000
Dr. Farzana Saif,"Gynecologist, Obstetrician",,Year 15,224,3000
Dr. Razia Riaz,"Gynecologist, Obstetrician",,Year 5,224,2500
Dr. Tayyaba Siraj,"Gynecologist, Obstetrician",,Year 5,224,2500
Dr. Nusrat Rana,"Gynecologist, Obstetrician",,Year 16,47,2500
Prof.Dr. Saeed,"Gynecologist, Obstetrician",,Year 16,47,2500
Prof.Dr. Roohi Saeed,"Gynecologist, Obstetrician",,Year 10,47,3500
Dr. Shenaz Jahan,"Gynecologist, Obstetrician",,Year 10,60,3500
Dr. Faryal Athar,"Gynecologist, Obstetrician",,Year 15,60,3500
Dr. Khalida Amir,"Gynecologist, Obstetrician",,Year 15,60,3500
Dr. Asfah Bajwa,"Gynecologist, Obstetrician",,Year 17,41,3500
Dr. Sadia Kaleem,"Gynecologist, Obstetrician",BDS,Year 17,41,3500
Dr. Robina Asif,"Gynecologist, Obstetrician",MBBS,Year 17,41,3500
Prof. Dr. Saeed Khan,"Gynecologist, Obstetrician",MBBS,Year 17,33,3500
Dr. Rohi Saeed,"Gynecologist, Obstetrician",MBBS,Year 17,33,3500
Dr. Jamila Naz,"Gynecologist, Obstetrician",,Year 17,33,3500
Dr. Shahina Kamran,"Gynecologist, Obstetrician",,Year 21,247,1000
Dr. Nabeela Sayeed,"Gynecologist, Obstetrician",MBBS,Year 21,247,1000
Dr. Shahida Maqsood,"Gynecologist, Obstetrician",MBBS,Year 17,247,2500
Dr. Madiha Jawad,"Gynecologist, Obstetrician",MBBS,Year 17,13,2500
Dr. Noreen Aqeel Khan,"Gynecologist, Obstetrician",,Year 16,13,3500
Dr. Saba Khan,"Gynecologist, Obstetrician",,Year 16,13,3500
Dr. Nighat Waseem,"Gynecologist, Obstetrician",MBBS,Year 10,159,1000
Dr. Aisha Rahman,"Gynecologist, Obstetrician",MBBS,Year 10,159,1000
Dr. Khizra Malik,"Gynecologist, Obstetrician",MBBS,Year 25,159,2000
Dr. Mahnaz Asim,"Gynecologist, Obstetrician",,Year 25,72,2000
Dr. Shahida Safdar,"Gynecologist, Obstetrician",,Year 10,72,2500
Dr. Zahida Bhatti,"Obstetrician, Gynecologist",,Year 10,72,2500
Dr. Asiya Asghar,"Gynecologist, Obstetrician",,Year 10,25,2000
Dr. Farzana Kaleem,"Gynecologist, Obstetrician",MBBS,Year 10,25,2000
Dr. Iffat Ara,"Gynecologist, Obstetrician",,Year 20,25,2000
Dr. Sumera Zahid,"Gynecologist, Obstetrician",,Year 20,73,2000
Dr. Uzma Batool,Gynecologist,"MBBS,MCPS",Year 30,73,2000
Prof. Dr. Naela Tariq,Gynecologist,"MBBS, FRCOG, MRCOG",Year 30,73,2000
Dr. Naheed Zamani,"Gynecologist, Obstetrician","MBBS, FCPS (Gyne)",Year 14,3,3000
Dr. Nadia Ashraf,Gynecologist,"MBBS, FCPS",Year 14,3,3000
Dr. Nudrat Sohail,"Gynecologist, Obstetrician","MBBS, FCPS, MCPS, DCPS",Year 15,3,3000
Dr. Tehmina Saba,Gynecologist,"MBBS, FCPS",Year 15,13,3000
Dr. Farzana Bashir,Gynecologist,"MBBS, FCPS",Year 37,13,3000
Dr. Samia Haroon,Gynecologist,MBBS,Year 37,13,3000
Dr. Nosh Afreen,Gynecologist,"MBBS, FCPS",Year 18,140,4000
Dr. Roohi Saeed,Gynecologist,"MBBS, MRCOG, DIP in Gyn",Year 18,140,4000
Dr. Muhammad Ikram,Gynecologist,"MBBS, FCPS, MCPS",Year 10,140,4000
Prof. Dr. Muhammad  Saeed,Gynecologist,"MBBS, MD, FRCOG, MRCOG",Year 10,165,4000
Dr. Ain Ul Ghazala,Gynecologist,"MBBS, MCPS",Year 20,165,4000
Dr. Malahat Mansoor,"Gynecologist, Obstetrician","MBBS, FCPS",Year 20,165,4000
Dr. Abida Saeed,Gynecologist,"MBBS, FCPS, MCPS, Dip In Gynae",Year 20,8,1500
Dr. Humaira Akbar,Gynecologist,"MBBS, MCPS",Year 20,8,1500
Yazdana Qamar,Gynecologist,"MBBS, MRP",Year 20,8,2500
Dr. Anbrin Salick,Gynecologist,"MBBS, FCPS",Year 20,44,2500
Dr. Nargis Iqbal,Gynecologist,"MBBS, MCPS",Year 16,44,2500
Dr. Rehana Chaudhary,Gynecologist,MBBS,Year 16,44,2500
Dr. Aaliya Tayyaba,Gynecologist,"MBBS, MCPS, FCPS",Year 12,560,2500
Dr. Sumbaleen Touqeer,Gynecologist,"MBBS, MCPS",Year 12,560,2500
Dr. Romana Amir,Gynecologist,"MBBS, FCPS",Year 23,560,2500
Dr. Samia Hassan,Gynecologist,"MBBS, FCPS, DGO",Year 23,41,2500
Dr. Noureen Aqeel Khan,Gynecologist,"MBBS, DGO,",Year 39,41,3000
Dr. Samina Yasmeen,Gynecologist,MBBS,Year 39,41,3000
Dr. Rukhsana Hameed,Gynecologist,"MBBS, FCPS, M. Phill",Year 15,163,2500
Dr. Shahana Nadeem,Gynecologist,"MBBS, FCPS, MCPS",Year 15,163,2500
Dr. Ambreen Rafiq Sheikh,Gynecologist,"MBBS, FCPS",Year 8,163,1000
Dr. Amna Eusaph,"Gynecologist, Obstetrician",MBBS,Year 8,2,1000
Dr. Nasreen Abu Bakar,Gynecologist,"MBBS, MCPS",Year 15,2,2000
Prof. Dr. Rakhshanda Rehman,"Obstetrician, Gynecologist","MBBS, MCPS (Obs/Gyne), FCPS (Obs/Gyne), DCPS (HPE), MCPS (HPE)",Year 15,2,2000
Dr. Kausar Tasneem,"Gynecologist, Obstetrician","MBBS, Dip in Gynae.",Year 18,27,3000
Dr. Saima Azhar,"Gynecologist, Obstetrician","MBBS, MRCOG (Eng) , DOWH(Ire)",Year 18,27,3000
Dr. Amna Aslam,Gynecologist,"MBBS, FCPS",Year 30,27,3000
Dr. Gulfareen Waheed,"Gynecologist, Obstetrician","MBBS, FCPS",Year 30,15,3000
Dr. Razia Ashraf Zia,Gynecologist,"MBBS, FCPS, MCPS",Year 8,15,3000
Dr. Mirat Javed,Gynecologist,"MBBS, Dip in Gynae",Year 8,15,3000
Prof. Dr. M.Tayyab,"IVF Consultant, Gynecologist","FCPS, FRCS (Ed.), MRCP, MRCOG (UK), MBBS",Year 25,232,2500
Dr. Samina Suhail,Gynecologist,MBBS,Year 25,232,2500
Dr. Humaira Ahmad Saeed,Gynecologist,MBBS,Year 17,232,3000
Dr. Aneesa Fatima,Gynecologist,MBBS,Year 17,652,3000
Dr. Faira Tahir,Gynecologist,MBBS,Year 14,652,3000
Dr. Maham Ali,Gynecologist,MBBS,Year 14,652,3000
Dr. Shamaila Imtiyaz Khan,Gynecologist,MBBS,Year 38,51,3000
Dr. Gul E Rana,Gynecologist,"MBBS, FCPS",Year 38,51,3000
Dr. Naheed Nadeem,Gynecologist,MBBS,Year 18,51,3000
Dr. Robina Farrukh,Gynecologist,"MBBS, FCPS",Year 18,13,3000
Dr. Tayaba Hasan,Gynecologist,"MBBS, FCPS",Year 32,13,3000
Dr. Khalida Batool,"Gynecologist, Obstetrician",MBBS,Year 32,13,3000
Dr. Judat Nuzhat Khan,Gynecologist,"MBBS, MCPS, DGO",Year 16,34,1000
Dr. Jamila Farooq,Gynecologist,"MBBS, FCPS, DGO",Year 16,34,1000
Dr. Mehreen Nisar,Gynecologist,MBBS,Year 8,34,2000
Dr. Raheela Umair,Gynecologist,"MBBS, Dip in Gynae",Year 8,163,2000
Dr. Lyla Shafiq,Gynecologist,MBBS,Year 13,163,2000
Dr. Shafqat Mukhtar,"Gynecologist, Obstetrician","MBBS, FCPS",Year 13,163,2000
Dr. Aiyza Sarwar,Gynecologist,"MBBS, FCPS",Year 16,25,2000
Dr. Guofen Liu,Gynecologist,MBBS,Year 16,25,2000
Dr. Nighat Maroof,Gynecologist,MBBS,Year 20,25,2000
Dr. Tahira Saleem,Gynecologist,"MBBS, MCPS, Dip in Gynae",Year 20,14,2000
Dr. Samina Ahmad,Gynecologist,MBBS,Year 20,14,2000
Dr. Rakhshanda Irshad,Gynecologist,MBBS,Year 20,14,2000
Dr. Mahnaz Sikandar,Gynecologist,"MBBS, Dip in Gynae",Year 20,69,1000
Dr. Sunnor Gull,Gynecologist,"MBBS, FCPS",Year 20,69,1000
Dr. Ambreen Nasir,Gynecologist,"MBBS, FCPS",Year 16,69,1000
Assist. Prof. Dr. Tahira Fatima,"Gynecologist, Obstetrician, Fertility Consultant","MBBS, FCPS",Year 16,13,1000
Dr. Perveen Khan,Gynecologist,"MBBS, MCPS",Year 34,13,2500
Dr. Lubna Sabtain,Gynecologist,"MBBS, FCPS, DGO",Year 34,13,2500
Dr. Asiya Naseer,Gynecologist,MBBS,Year 30,10,2000
Dr. Ayesha Khalid,Gynecologist,"MBBS, FCPS",Year 30,10,2000
Dr. Tehsina Zafar,Gynecologist,MBBS,Year 45,10,4000
Dr. Kiran Sohail,Gynecologist,"MBBS, FCPS",Year 45,26,4000
Dr. Rubina Rasul,Gynecologist,"MBBS, Dip In Gynae",Year 15,26,3000
Dr. Nasreen Abubaker,Gynecologist,"MBBS, MRCOG",Year 15,26,3000
Dr. Samina Aman Sindu,Gynecologist,"MBBS, DGO",Year 4,245,3000
Dr. Shazia Noor,Gynecologist,"MBBS, FCPS",Year 4,245,3000
Dr. Nosheen Ghafar,Gynecologist,"MBBS, FCPS",Year 16,245,3000
Dr. Asma Fakhar,Gynecologist,"MBBS, FCPS",Year 16,110,3000
Dr. Parveen Shahzadi,Gynecologist,"MBBS, FCPS, MCPS",Year 2,110,1500
Dr. Fariha Khan,Gynecologist,"MBBS, Dip in Gynae",Year 2,110,1500
Dr. Humaira Khan,"Gynecologist, Obstetrician","MBBS, MRCOG",Year 25,10,3000
Dr. Farah Jabbar,Gynecologist,MBBS,Year 25,10,3000
Dr. Nilofar Mustafa,Gynecologist,"MBBS, MCPS, FCPS, MPHE",Year 18,10,1500
Dr Sara Javed,Gynecologist,Maternal Fetal Medcine Specialist,Year 18,10,1500
Dr. Uzma Fawad,Gynecologist,"MBBS, FCPS",Year 34,10,2000
Dr. Huma Aftab,"Gynecologist, Obstetrician",MBBS,Year 34,10,2000
Dr. Anum Abdullah,Gynecologist,MBBS,Year 12,3,2000
Dr. Wahi Yasmeen Saleem,Gynecologist,"MBBS, FCPS",Year 12,3,2000
Dr. Madeeha Zeeshan,Gynecologist,"MBBS, FCPS",Year 10,3,3000
Dr. Saima Naeem,"Gynecologist, Obstetrician","MBBS, FCPS",Year 10,60,3000
Dr. Nasim Akhtar,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 16,60,4000
Dr. Samina Ashraf,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrics)",Year 16,60,4000
Dr. Sana Ayaz,"Gynecologist, Obstetrician","M.B.B.S, F.C.P.S",Year 18,46,2000
Dr. Uzma Hussain,"Gynecologist, Obstetrician","MBBS, FCPS",Year 18,46,2000
Dr. Afshan Riaz Gill,"Gynecologist, Obstetrician","MBBS, FCPS (Gynecology & Obstetrician)",Year 9,46,2000
Dr. Zahida Nasreen,"Gynecologist, Obstetrician","M.B.B.S., DGO",Year 9,32,2000
